Job ID,Agency,num_positions,Full/Part,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Posting Date,title,category,lon,lat
385492,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,Annual,"465 Columbus Ave. Valhalla, Ny",I.F.A.-Sources Construction,03/11/2019,Manager,Public Safety,-73.7815093,41.1071626
385661,DEPT OF HEALTH/MENTAL HYGIENE,1,P,Experienced (non-manager),40.79,40.79,Hourly,160 West 100Th Street Ny,SH Reproductive Health,03/07/2019,Medical Service,Health,-73.9681724,40.7959294
385661,DEPT OF HEALTH/MENTAL HYGIENE,1,P,Experienced (non-manager),40.79,40.79,Hourly,160 West 100Th Street Ny,SH Reproductive Health,03/07/2019,Medical Service,Health,-73.9681724,40.7959294
385692,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),50000,54000,Annual,"33 Beaver St, New York Ny",Executive Staff,03/04/2019,Social Worker,"Policy, Research & Analysis",-74.0119503,40.7050828
385692,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),50000,54000,Annual,"33 Beaver St, New York Ny",Executive Staff,03/04/2019,Social Worker,"Policy, Research & Analysis",-74.0119503,40.7050828
385813,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),55590,75000,Annual,5 Manhattan West,Adm/Human Resources & Training,03/05/2019,Manager,Community,-73.99935239999999,40.753058
385836,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),78210,108657,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Bldg Assess,03/18/2019,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
385836,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),78210,108657,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Bldg Assess,03/18/2019,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
385912,DEPARTMENT OF SANITATION,6,P,Experienced (non-manager),34.63,40.3,Hourly,"52-35 58Th St., Woodside, Ny",Motor Equipment Office,11/15/2019,Mechanical Specialist,Operation & Maintenance,-73.9094432,40.734384
385912,DEPARTMENT OF SANITATION,6,P,Experienced (non-manager),34.63,40.3,Hourly,"52-35 58Th St., Woodside, Ny",Motor Equipment Office,11/15/2019,Mechanical Specialist,Operation & Maintenance,-73.9094432,40.734384
385938,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55416,63728,Annual,96-05 Horace Harding Expway,Program Management,03/11/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
385938,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55416,63728,Annual,96-05 Horace Harding Expway,Program Management,03/11/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
386195,BOROUGH PRESIDENT-QUEENS,1,F,Experienced (non-manager),65783,95270,Annual,"120-55 Queens Blvd, Queens Ny",Borough President - Queens,03/11/2019,Engineer,"Engineering, Architecture, & Planning",-73.8281571,40.7137004
386195,BOROUGH PRESIDENT-QUEENS,1,F,Experienced (non-manager),65783,95270,Annual,"120-55 Queens Blvd, Queens Ny",Borough President - Queens,03/11/2019,Engineer,"Engineering, Architecture, & Planning",-73.8281571,40.7137004
386519,DEPARTMENT OF SANITATION,1,F,Experienced (non-manager),78691,78691,Annual,"44 Beaver St., N.Y.",Medical Office,01/02/2020,Medical Service,Health,-74.0108723,40.704911
386519,DEPARTMENT OF SANITATION,1,F,Experienced (non-manager),78691,78691,Annual,"44 Beaver St., N.Y.",Medical Office,01/02/2020,Medical Service,Health,-74.0108723,40.704911
386757,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55590,150371,Annual,"71 Smith Avenue, Kingston, Ny",OIT / BWS,03/13/2019,Manager,	Technology & Data,-73.9992371,41.9299757
386757,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55590,150371,Annual,"71 Smith Avenue, Kingston, Ny",OIT / BWS,03/13/2019,Manager,	Technology & Data,-73.9992371,41.9299757
386903,DEPT OF HEALTH/MENTAL HYGIENE,70,P,Experienced (non-manager),40.79,40.79,Hourly,NYC - All Boroughs,SH Nursing Services & Prof Dev,03/13/2019,Medical Service,Health,-73.89987579999999,40.7172127
386903,DEPT OF HEALTH/MENTAL HYGIENE,70,P,Experienced (non-manager),40.79,40.79,Hourly,NYC - All Boroughs,SH Nursing Services & Prof Dev,03/13/2019,Medical Service,Health,-73.89987579999999,40.7172127
387033,DEPARTMENT OF CORRECTION,1,F,Experienced (non-manager),105000,120000,Annual,75-20 Astoria Blvd,Financial Systems,03/15/2019,City Officer,Finance,-73.89321269999999,40.7645473
387033,DEPARTMENT OF CORRECTION,1,F,Experienced (non-manager),105000,120000,Annual,75-20 Astoria Blvd,Financial Systems,03/15/2019,City Officer,Finance,-73.89321269999999,40.7645473
387034,BOARD OF CORRECTION,1,F,Experienced (non-manager),89509,102936,Annual,"1 Centre Street Ny, Ny",Board Staff,03/14/2019,Computer Specialist,	Technology & Data,-74.00371489999999,40.7128306
387034,BOARD OF CORRECTION,1,F,Experienced (non-manager),89509,102936,Annual,"1 Centre Street Ny, Ny",Board Staff,03/14/2019,Computer Specialist,	Technology & Data,-74.00371489999999,40.7128306
387168,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48399,78211,Annual,96-05 Horace Harding Expway,Capital Program Unit,03/20/2019,Analyst,Finance,-73.86348939999999,40.7348796
387168,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48399,78211,Annual,96-05 Horace Harding Expway,Capital Program Unit,03/20/2019,Analyst,Finance,-73.86348939999999,40.7348796
387395,NYC HOUSING AUTHORITY,18,F,Entry-Level,33036,48183,Annual,Prevention & Intervention-DIR,Prevention & Intervention Stra,08/02/2019,Pest Control,Operation & Maintenance,-95.92025129999999,36.7413415
387395,NYC HOUSING AUTHORITY,18,F,Entry-Level,33036,48183,Annual,Prevention & Intervention-DIR,Prevention & Intervention Stra,08/02/2019,Pest Control,Operation & Maintenance,-95.92025129999999,36.7413415
387426,DEPT OF DESIGN & CONSTRUCTION,2,F,Experienced (non-manager),78210,108657,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Bldg Assess,03/20/2019,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
387426,DEPT OF DESIGN & CONSTRUCTION,2,F,Experienced (non-manager),78210,108657,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Bldg Assess,03/20/2019,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
387437,POLICE DEPARTMENT,1,F,Experienced (non-manager),70548,110116,Annual,"1 Police Plaza, N.Y.",ITB Administrative Div/Civ,01/02/2020,Telecommunication,	Technology & Data,-74.0023853,40.71206189999999
387437,POLICE DEPARTMENT,1,F,Experienced (non-manager),70548,110116,Annual,"1 Police Plaza, N.Y.",ITB Administrative Div/Civ,01/02/2020,Telecommunication,	Technology & Data,-74.0023853,40.71206189999999
387489,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,96-05 Horace Harding Expway,Capital Planning,04/15/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
387489,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,96-05 Horace Harding Expway,Capital Planning,04/15/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
387570,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),63031,168433,Annual,96-05 Horace Harding Expway,EDC - Water For The Future,03/28/2019,Manager,Public Safety,-73.86348939999999,40.7348796
387570,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),63031,168433,Annual,96-05 Horace Harding Expway,EDC - Water For The Future,03/28/2019,Manager,Public Safety,-73.86348939999999,40.7348796
387595,CIVILIAN COMPLAINT REVIEW BD,1,F,Experienced (non-manager),37217,61936,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd,03/28/2019,Social Worker,Community,-74.01011419999999,40.71330040000001
387595,CIVILIAN COMPLAINT REVIEW BD,1,F,Experienced (non-manager),37217,61936,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd,03/28/2019,Social Worker,Community,-74.01011419999999,40.71330040000001
387686,NYC EMPLOYEES RETIREMENT SYS,1,F,Experienced (non-manager),69618,96898,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,04/04/2019,Computer Specialist,	Technology & Data,-73.9882453,40.6934634
387686,NYC EMPLOYEES RETIREMENT SYS,1,F,Experienced (non-manager),69618,96898,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,04/04/2019,Computer Specialist,	Technology & Data,-73.9882453,40.6934634
387883,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),46010,65071,Annual,96-05 Horace Harding Expway,Concrete Quality Control,05/01/2019,Medical Service,Public Safety,-73.86348939999999,40.7348796
387883,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),46010,65071,Annual,96-05 Horace Harding Expway,Concrete Quality Control,05/01/2019,Medical Service,Public Safety,-73.86348939999999,40.7348796
387919,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),58152,74479,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,04/10/2019,Analyst,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
387919,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),58152,74479,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,04/10/2019,Analyst,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
388164,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,63031,168433,Annual,96-05 Horace Harding Expway,EDC - Water For The Future,04/03/2019,Engineer,"Policy, Research & Analysis",-73.86348939999999,40.7348796
388164,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,63031,168433,Annual,96-05 Horace Harding Expway,EDC - Water For The Future,04/03/2019,Engineer,"Policy, Research & Analysis",-73.86348939999999,40.7348796
388454,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),58716,67523,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,04/01/2019,Legal/Attorney,Legal,-73.9356,40.7428
388454,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),58716,67523,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,04/01/2019,Legal/Attorney,Legal,-73.9356,40.7428
389005,DEPARTMENT OF CITY PLANNING,1,F,Experienced (non-manager),50000,61000,Annual,"120 Broadway, New York, NY",Counsel,04/02/2019,City Officer,Community,-74.01059839999999,40.7084773
389005,DEPARTMENT OF CITY PLANNING,1,F,Experienced (non-manager),50000,61000,Annual,"120 Broadway, New York, NY",Counsel,04/02/2019,City Officer,Community,-74.01059839999999,40.7084773
389036,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),78763,81655,Annual,"150 William Street, New York N",Accountability Office,04/05/2019,Youth/Child Development Officer,Social Service,-74.0057361,40.7096402
389181,NYC HOUSING AUTHORITY,30,F,Experienced (non-manager),36396,58987,Annual,Manhattan Floating Staff,Manhattan Property Management,04/03/2019,Housing,Community,-73.9880953,40.743789
389181,NYC HOUSING AUTHORITY,30,F,Experienced (non-manager),36396,58987,Annual,Manhattan Floating Staff,Manhattan Property Management,04/03/2019,Housing,Community,-73.9880953,40.743789
389230,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55416,63728,Annual,96-05 Horace Harding Expway,Rev Construction Compliance,04/25/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
389230,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55416,63728,Annual,96-05 Horace Harding Expway,Rev Construction Compliance,04/25/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
389713,LAW DEPARTMENT,1,F,Experienced (non-manager),41939,58688,Annual,"350 Jay St, Brooklyn  Ny",Family Court: Brooklyn,04/08/2019,Legal/Attorney,Community,-73.9876482,40.6935265
389713,LAW DEPARTMENT,1,F,Experienced (non-manager),41939,58688,Annual,"350 Jay St, Brooklyn  Ny",Family Court: Brooklyn,04/08/2019,Legal/Attorney,Community,-73.9876482,40.6935265
389806,DEPT OF INFO TECH & TELECOMM,1,F,Experienced (non-manager),96020,140000,Annual,2 Metro Tech,Information Security,04/09/2019,Computer Specialist,	Technology & Data,-73.9857147,40.693364
389883,DEPARTMENT OF CITY PLANNING,1,P,Student,17.5,17.5,Hourly,"120 Broadway, New York, NY",Human Capital,04/09/2019,Intern,Community,-74.01059839999999,40.7084773
389883,DEPARTMENT OF CITY PLANNING,1,P,Student,17.5,17.5,Hourly,"120 Broadway, New York, NY",Human Capital,04/09/2019,Intern,Community,-74.01059839999999,40.7084773
390518,NYC HOUSING AUTHORITY,1,F,Executive,86346,217244,Annual,Office of the Vice-President,"VP PHO-BK, MF, QN/SI, P&PD",04/25/2019,Administration,Operation & Maintenance,-77.0383,38.8975669
390518,NYC HOUSING AUTHORITY,1,F,Executive,86346,217244,Annual,Office of the Vice-President,"VP PHO-BK, MF, QN/SI, P&PD",04/25/2019,Administration,Operation & Maintenance,-77.0383,38.8975669
390522,NYC HOUSING AUTHORITY,1,F,Executive,86346,217244,Annual,Office of the Vice-President,"VP PHO-BX, MN, NEXTGEN OPS1",04/23/2019,Administration,Operation & Maintenance,-77.0383,38.8975669
390522,NYC HOUSING AUTHORITY,1,F,Executive,86346,217244,Annual,Office of the Vice-President,"VP PHO-BX, MN, NEXTGEN OPS1",04/23/2019,Administration,Operation & Maintenance,-77.0383,38.8975669
390540,LAW DEPARTMENT,1,F,Experienced (non-manager),65731,75591,Annual,"100 Church St., N.Y.",Admin Services,04/15/2019,Analyst,Operation & Maintenance,-74.01011419999999,40.71330040000001
390569,LAW DEPARTMENT,1,F,Experienced (non-manager),35330,40629,Annual,"100 Church St., N.Y.",Admin Services,04/15/2019,Claim Assoviate,Operation & Maintenance,-74.01011419999999,40.71330040000001
390570,DEPARTMENT OF INVESTIGATION,2,F,Experienced (non-manager),56990,66463,Annual,80 Maiden Lane,Budget,04/15/2019,Accountant,Community,-74.00777149999999,40.7071228
390570,DEPARTMENT OF INVESTIGATION,2,F,Experienced (non-manager),56990,66463,Annual,80 Maiden Lane,Budget,04/15/2019,Accountant,Community,-74.00777149999999,40.7071228
390626,DEPARTMENT OF CITY PLANNING,1,F,Manager,90000,100000,Annual,"130 Stuyvesant Place, S.I.",Staten Island Office,04/16/2019,Administration,Community,-74.0770605,40.6428301
390779,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),73305,84301,Annual,253 Broadway New York Ny,CEQR,04/23/2019,Researcher,"Policy, Research & Analysis",-74.0075231,40.7134096
390779,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),73305,84301,Annual,253 Broadway New York Ny,CEQR,04/23/2019,Researcher,"Policy, Research & Analysis",-74.0075231,40.7134096
390805,LAW DEPARTMENT,1,F,Experienced (non-manager),65731,75591,Annual,"100 Church St., N.Y.",Admin Services,04/17/2019,Analyst,Operation & Maintenance,-74.01011419999999,40.71330040000001
390883,NYC HOUSING AUTHORITY,1,P,Experienced (non-manager),73938,89153,Annual,Law Dept-Civil Litigation,Law Department,05/07/2019,Legal/Attorney,Legal,-78.63969449999999,35.7787456
390883,NYC HOUSING AUTHORITY,1,P,Experienced (non-manager),73938,89153,Annual,Law Dept-Civil Litigation,Law Department,05/07/2019,Legal/Attorney,Legal,-78.63969449999999,35.7787456
391113,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),65783,95270,Annual,"71 Smith Avenue, Kingston, Ny",I.F.A.-Sources Construction,04/22/2019,Construction,Public Safety,-73.9992371,41.9299757
391113,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),65783,95270,Annual,"71 Smith Avenue, Kingston, Ny",I.F.A.-Sources Construction,04/22/2019,Construction,Public Safety,-73.9992371,41.9299757
391119,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,Annual,96-05 Horace Harding Expway,EDC - Water For The Future,04/22/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
391119,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,Annual,96-05 Horace Harding Expway,EDC - Water For The Future,04/22/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
391122,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,Annual,96-05 Horace Harding Expway,EDC - Water For The Future,04/22/2019,Manager,Public Safety,-73.86348939999999,40.7348796
391122,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,Annual,96-05 Horace Harding Expway,EDC - Water For The Future,04/22/2019,Manager,Public Safety,-73.86348939999999,40.7348796
391216,POLICE DEPARTMENT,1,F,Experienced (non-manager),70548,110116,Annual,"1 Police Plaza, N.Y.",Life-Safety Systems Div/Civ,01/02/2020,Telecommunication,	Technology & Data,-74.0023853,40.71206189999999
391265,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),52524,81535,Annual,OFC OF PUBLIC/PRIVATE PARTNERS,Public/Private Partnerships,06/25/2019,Social Worker,Community,-77.3566221,38.8541724
391265,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),52524,81535,Annual,OFC OF PUBLIC/PRIVATE PARTNERS,Public/Private Partnerships,06/25/2019,Social Worker,Community,-77.3566221,38.8541724
391317,LAW DEPARTMENT,1,F,Experienced (non-manager),94392,94392,Annual,"100 Church St., N.Y.",Admin Services,04/24/2019,Analyst,Community,-74.01011419999999,40.71330040000001
391317,LAW DEPARTMENT,1,F,Experienced (non-manager),94392,94392,Annual,"100 Church St., N.Y.",Admin Services,04/24/2019,Analyst,Community,-74.01011419999999,40.71330040000001
391452,TAXI & LIMOUSINE COMMISSION,1,P,Student,15.5,19.9,Hourly,"33 Beaver St, New York Ny",Office of Driver Education,04/22/2019,Assistant,"Policy, Research & Analysis",-74.0119503,40.7050828
391452,TAXI & LIMOUSINE COMMISSION,1,P,Student,15.5,19.9,Hourly,"33 Beaver St, New York Ny",Office of Driver Education,04/22/2019,Assistant,"Policy, Research & Analysis",-74.0119503,40.7050828
391454,TAXI & LIMOUSINE COMMISSION,1,P,Student,15.5,19.9,Hourly,"33 Beaver St, New York Ny",Office of Driver Education,04/22/2019,Assistant,"Policy, Research & Analysis",-74.0119503,40.7050828
391454,TAXI & LIMOUSINE COMMISSION,1,P,Student,15.5,19.9,Hourly,"33 Beaver St, New York Ny",Office of Driver Education,04/22/2019,Assistant,"Policy, Research & Analysis",-74.0119503,40.7050828
391494,DEPT OF HEALTH/MENTAL HYGIENE,20,F,Experienced (non-manager),79802,79802,Annual,421 East 26th Street NY NY,OCME-DNA,04/22/2019,Criminalist,Health,-73.97570259999999,40.7383514
392179,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),58716,89638,Annual,59-17 Junction Blvd Corona Ny,LongTerm Planning&Sustainablty,07/08/2019,Legal/Attorney,"Policy, Research & Analysis",-73.8644434,40.7348102
392179,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),58716,89638,Annual,59-17 Junction Blvd Corona Ny,LongTerm Planning&Sustainablty,07/08/2019,Legal/Attorney,"Policy, Research & Analysis",-73.8644434,40.7348102
392221,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),43799,50000,Annual,80 Maiden Lane,Default,04/25/2019,Investigator,Public Safety,-74.00777149999999,40.7071228
392221,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),43799,50000,Annual,80 Maiden Lane,Default,04/25/2019,Investigator,Public Safety,-74.00777149999999,40.7071228
392327,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,34.6324,43.34,Hourly,110 William St. N Y,Center Based Programs,04/29/2019,Administration,Community,-74.0068363,40.7087931
392327,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,34.6324,43.34,Hourly,110 William St. N Y,Center Based Programs,04/29/2019,Administration,Community,-74.0068363,40.7087931
392412,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),56798,60000,Annual,59-17 Junction Blvd Corona Ny,Administration/Payroll Office,05/01/2019,Administration,Community,-73.8644434,40.7348102
392748,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),43550,60489,Annual,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,05/07/2019,Inspector,Public Safety,-73.89285439999999,40.8457866
392748,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),43550,60489,Annual,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,05/07/2019,Inspector,Public Safety,-73.89285439999999,40.8457866
393001,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,Annual,"465 Columbus Ave. Valhalla, Ny",I.F.A.-Sources Construction,06/21/2019,Manager,"Policy, Research & Analysis",-73.7815093,41.1071626
393001,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,Annual,"465 Columbus Ave. Valhalla, Ny",I.F.A.-Sources Construction,06/21/2019,Manager,"Policy, Research & Analysis",-73.7815093,41.1071626
393211,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),64636,81498,Annual,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,05/07/2019,Inspector,Public Safety,-73.89285439999999,40.8457866
393211,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),64636,81498,Annual,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,05/07/2019,Inspector,Public Safety,-73.89285439999999,40.8457866
393321,DEPARTMENT OF PROBATION,1,F,Experienced (non-manager),75000,160000,Annual,"33 Beaver St, New York Ny",Admin Executive Offices,05/03/2019,Computer Specialist,	Technology & Data,-74.0119503,40.7050828
393321,DEPARTMENT OF PROBATION,1,F,Experienced (non-manager),75000,160000,Annual,"33 Beaver St, New York Ny",Admin Executive Offices,05/03/2019,Computer Specialist,	Technology & Data,-74.0119503,40.7050828
393738,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),73938,90153,Annual,Law-Real Estate & Eco Dev,Law Department,09/13/2019,Legal/Attorney,Legal,-95.92628490000001,36.0333145
393738,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),73938,90153,Annual,Law-Real Estate & Eco Dev,Law Department,09/13/2019,Legal/Attorney,Legal,-95.92628490000001,36.0333145
393883,DEPARTMENT OF CORRECTION,1,F,Executive,115000,125000,Annual,75-20 Astoria Blvd,Commissioner,05/06/2019,Administration,Public Safety,-73.89321269999999,40.7645473
393883,DEPARTMENT OF CORRECTION,1,F,Executive,115000,125000,Annual,75-20 Astoria Blvd,Commissioner,05/06/2019,Administration,Public Safety,-73.89321269999999,40.7645473
393911,DEPARTMENT OF CORRECTION,1,F,Manager,100000,110000,Annual,75-20 Astoria Blvd,Commissioner,05/06/2019,Administration,Public Safety,-73.89321269999999,40.7645473
393911,DEPARTMENT OF CORRECTION,1,F,Manager,100000,110000,Annual,75-20 Astoria Blvd,Commissioner,05/06/2019,Administration,Public Safety,-73.89321269999999,40.7645473
393997,DEPT OF ENVIRONMENT PROTECTION,1,F,Entry-Level,37796,43465,Annual,96-05 Horace Harding Expway,Div of Field Op/Quality Assur,05/08/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
393997,DEPT OF ENVIRONMENT PROTECTION,1,F,Entry-Level,37796,43465,Annual,96-05 Horace Harding Expway,Div of Field Op/Quality Assur,05/08/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
394100,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,96-05 Horace Harding Expway,Structural Section Plants,05/15/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
394100,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,96-05 Horace Harding Expway,Structural Section Plants,05/15/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
394204,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,96-05 Horace Harding Expway,Water Supply/Test Operatns W,06/17/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
394211,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,96-05 Horace Harding Expway,Water Supply/Test Operatns W,06/17/2019,Manager,Public Safety,-73.86348939999999,40.7348796
394703,LAW DEPARTMENT,20,F,Experienced (non-manager),40275,64307,Annual,"100 Church St., N.Y.",Tort: New York,05/14/2019,Claim Assoviate,Legal,-74.01011419999999,40.71330040000001
394703,LAW DEPARTMENT,20,F,Experienced (non-manager),40275,64307,Annual,"100 Church St., N.Y.",Tort: New York,05/14/2019,Claim Assoviate,Legal,-74.01011419999999,40.71330040000001
394989,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),65783,75651,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,05/15/2019,Construction,Public Safety,-73.8644434,40.7348102
394989,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),65783,75651,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,05/15/2019,Construction,Public Safety,-73.8644434,40.7348102
394992,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),55416,63728,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,05/23/2019,Construction,Public Safety,-73.8644434,40.7348102
394992,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),55416,63728,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,05/23/2019,Construction,Public Safety,-73.8644434,40.7348102
395059,DEPARTMENT OF BUSINESS SERV.,1,F,Experienced (non-manager),28.7488,35.58,Hourly,110 William St. N Y,Center Based Programs,05/15/2019,Social Worker,Community,-74.0068363,40.7087931
395059,DEPARTMENT OF BUSINESS SERV.,1,F,Experienced (non-manager),28.7488,35.58,Hourly,110 William St. N Y,Center Based Programs,05/15/2019,Social Worker,Community,-74.0068363,40.7087931
395070,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,63031,75000,Annual,110 William St. N Y,Center Based Programs,05/15/2019,Administration,Community,-74.0068363,40.7087931
395070,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,63031,75000,Annual,110 William St. N Y,Center Based Programs,05/15/2019,Administration,Community,-74.0068363,40.7087931
395072,DEPARTMENT OF BUSINESS SERV.,2,F,Experienced (non-manager),52524,65000,Annual,110 William St. N Y,SB1 Regulatory Reform,05/15/2019,Social Worker,Community,-74.0068363,40.7087931
395072,DEPARTMENT OF BUSINESS SERV.,2,F,Experienced (non-manager),52524,65000,Annual,110 William St. N Y,SB1 Regulatory Reform,05/15/2019,Social Worker,Community,-74.0068363,40.7087931
395109,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),65783,95270,Annual,96-05 Horace Harding Expway,Water Quality Unit,05/17/2019,Analyst,	Technology & Data,-73.86348939999999,40.7348796
395109,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),65783,95270,Annual,96-05 Horace Harding Expway,Water Quality Unit,05/17/2019,Analyst,	Technology & Data,-73.86348939999999,40.7348796
395119,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),45113,50000,Annual,80 Maiden Lane,Background Investigation,05/16/2019,Investigator,Public Safety,-74.00777149999999,40.7071228
395119,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),45113,50000,Annual,80 Maiden Lane,Background Investigation,05/16/2019,Investigator,Public Safety,-74.00777149999999,40.7071228
