Job ID,Agency,num_positions,Full/Part,Career Level,Salary Range From,Salary Range To,Work Location,Division/Work Unit,Posting Date,title,category,lon,lat,borough
350808,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),53134,79726,59-17 Junction Blvd Corona Ny,Sys Operations-Bx Mgmt Eng,07/10/2018,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102,Queens
350808,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),53134,79726,59-17 Junction Blvd Corona Ny,Sys Operations-Bx Mgmt Eng,07/10/2018,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102,Queens
351735,DEPARTMENT OF TRANSPORTATION,10,F,Experienced (non-manager),63074,91347,55 Water St Ny Ny,Engineering Review & Support,07/20/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
351735,DEPARTMENT OF TRANSPORTATION,10,F,Experienced (non-manager),63074,91347,55 Water St Ny Ny,Engineering Review & Support,07/20/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
352087,NYC EMPLOYEES RETIREMENT SYS,1,F,Experienced (non-manager),65731,80000,"335 Adams Street, Brooklyn Ny",Executive Management,07/13/2018,Analyst,Community,-73.9882453,40.6934634,Brooklyn
352087,NYC EMPLOYEES RETIREMENT SYS,1,F,Experienced (non-manager),65731,80000,"335 Adams Street, Brooklyn Ny",Executive Management,07/13/2018,Analyst,Community,-73.9882453,40.6934634,Brooklyn
352367,DEPT OF HEALTH/MENTAL HYGIENE,2,F,Experienced (non-manager),42288,59400,"125 Worth Street, Nyc",Budget Administration,07/16/2018,Economist,Finance,-74.002517,40.7157524,Manhattan
352367,DEPT OF HEALTH/MENTAL HYGIENE,2,F,Experienced (non-manager),42288,59400,"125 Worth Street, Nyc",Budget Administration,07/16/2018,Economist,Finance,-74.002517,40.7157524,Manhattan
354234,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),126547.20000000001,126547.20000000001,421 East 26th Street NY NY,OCME-Admin,07/17/2018,Engineer,Operation & Maintenance,-73.97570259999999,40.7383514,Manhattan
354235,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),57720,61104,96-05 Horace Harding Expway,Rev Construction Compliance,07/20/2018,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
354235,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),57720,61104,96-05 Horace Harding Expway,Rev Construction Compliance,07/20/2018,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
354439,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),53134,79726,96-05 Horace Harding Expway,Chief Deputies Prj Engrs Sec,07/30/2018,Assistant,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
354439,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),53134,79726,96-05 Horace Harding Expway,Chief Deputies Prj Engrs Sec,07/30/2018,Assistant,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
354675,DEPT OF INFO TECH & TELECOMM,1,F,Experienced (non-manager),92065,115000,2 Metro Tech,Financial Services,07/20/2018,Computer Specialist,	Technology & Data,-73.9857147,40.693364,Brooklyn
354733,LAW DEPARTMENT,29,F,Entry-Level,33875,54879,"100 Church St., N.Y.",Family Court: New York,08/02/2018,Claim Associate,Community,-74.01011419999999,40.71330040000001,Manhattan
354797,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),53134,79726,"356 Flushing Ave, Brooklyn",Central Brookly City Operation,07/20/2018,Engineer,"Engineering, Architecture, & Planning",-73.96055009999999,40.6979686,Brooklyn
354797,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),53134,79726,"356 Flushing Ave, Brooklyn",Central Brookly City Operation,07/20/2018,Engineer,"Engineering, Architecture, & Planning",-73.96055009999999,40.6979686,Brooklyn
355490,NYC EMPLOYEES RETIREMENT SYS,1,F,Experienced (non-manager),85823,121363,"335 Adams Street, Brooklyn Ny",Executive Management,07/26/2018,City Officer,	Technology & Data,-73.9882453,40.6934634,Brooklyn
355490,NYC EMPLOYEES RETIREMENT SYS,1,F,Experienced (non-manager),85823,121363,"335 Adams Street, Brooklyn Ny",Executive Management,07/26/2018,City Officer,	Technology & Data,-73.9882453,40.6934634,Brooklyn
355649,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52143,65000,59-17 Junction Blvd Corona Ny,Administration/Revenue Cla,08/03/2018,Accountant,Finance,-73.8644434,40.7348102,Queens
355649,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52143,65000,59-17 Junction Blvd Corona Ny,Administration/Revenue Cla,08/03/2018,Accountant,Finance,-73.8644434,40.7348102,Queens
355730,DEPARTMENT OF TRANSPORTATION,4,F,Experienced (non-manager),74990,104182,55 Water St Ny Ny,Bridges Roadways,08/08/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
355730,DEPARTMENT OF TRANSPORTATION,4,F,Experienced (non-manager),74990,104182,55 Water St Ny Ny,Bridges Roadways,08/08/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
355745,DEPARTMENT OF TRANSPORTATION,2,F,Experienced (non-manager),83887,113725,55 Water St Ny Ny,Bridges Roadways,08/08/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
355745,DEPARTMENT OF TRANSPORTATION,2,F,Experienced (non-manager),83887,113725,55 Water St Ny Ny,Bridges Roadways,08/08/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
356341,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),59708,65678,96-05 Horace Harding Expway,Blue Belt Unit,08/03/2018,Researcher,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
356341,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),59708,65678,96-05 Horace Harding Expway,Blue Belt Unit,08/03/2018,Researcher,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
356350,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52194,60023,96-05 Horace Harding Expway,Blue Belt Unit,08/03/2018,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
356350,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52194,60023,96-05 Horace Harding Expway,Blue Belt Unit,08/03/2018,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
356713,DEPARTMENT OF TRANSPORTATION,5,F,Experienced (non-manager),74990,104182,55 Water St Ny Ny,Engineering Review & Support,08/15/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
356713,DEPARTMENT OF TRANSPORTATION,5,F,Experienced (non-manager),74990,104182,55 Water St Ny Ny,Engineering Review & Support,08/15/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
356820,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),54165,60178,80 Maiden Lane,OIG NYPD,08/03/2018,Investigator,Public Safety,-74.00777149999999,40.7071228,Manhattan
356820,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),54165,60178,80 Maiden Lane,OIG NYPD,08/03/2018,Investigator,Public Safety,-74.00777149999999,40.7071228,Manhattan
356978,DEPARTMENT OF TRANSPORTATION,5,F,Experienced (non-manager),53134,79726,55 Water St Ny Ny,Bridges Roadways,08/08/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
356978,DEPARTMENT OF TRANSPORTATION,5,F,Experienced (non-manager),53134,79726,55 Water St Ny Ny,Bridges Roadways,08/08/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
357584,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),49390,71794,96-05 Horace Harding Expway,Capital Program Unit,09/18/2018,Administration,Finance,-73.86348939999999,40.7348796,Queens
357584,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),49390,71794,96-05 Horace Harding Expway,Capital Program Unit,09/18/2018,Administration,Finance,-73.86348939999999,40.7348796,Queens
357845,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),78429,78429,"1 Fordham Plaza, Bronx",SH Nursing Services & Prof Dev,08/08/2018,Medical Service,Health,-73.8902626,40.8605938,Bronx
357984,BUSINESS INTEGRITY COMMISSION,1,F,Experienced (non-manager),80000,85000,"100 Church St., N.Y.",Default,08/08/2018,Manager,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
357984,BUSINESS INTEGRITY COMMISSION,1,F,Experienced (non-manager),80000,85000,"100 Church St., N.Y.",Default,08/08/2018,Manager,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
358147,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),73576,73576,160 West 100Th Street Ny,SH Nursing Services & Prof Dev,08/08/2018,Medical Service,Health,-73.9681724,40.7959294,Manhattan
359943,DEPT OF ENVIRONMENT PROTECTION,5,F,Experienced (non-manager),64040,64040,"Wards Island, N.Y.",Marine Section,08/17/2018,Other,Operation & Maintenance,-73.92128579999999,40.7932271,Manhattan
359943,DEPT OF ENVIRONMENT PROTECTION,5,F,Experienced (non-manager),64040,64040,"Wards Island, N.Y.",Marine Section,08/17/2018,Other,Operation & Maintenance,-73.92128579999999,40.7932271,Manhattan
360639,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),74990,90418,59-17 Junction Blvd Corona Ny,BEPA/MS4-Muni Sepa Strm Sew Sy,08/20/2018,Engineer,Public Safety,-73.8644434,40.7348102,Queens
360639,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),74990,90418,59-17 Junction Blvd Corona Ny,BEPA/MS4-Muni Sepa Strm Sew Sy,08/20/2018,Engineer,Public Safety,-73.8644434,40.7348102,Queens
361229,BUSINESS INTEGRITY COMMISSION,1,F,Experienced (non-manager),54643,85000,"100 Church St., N.Y.",Default,08/21/2018,Manager,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
361257,TAXI & LIMOUSINE COMMISSION,3,P,Student,28080,37232,"33 Beaver St, New York Ny",Office of External Affairs,08/21/2018,Assistant,Community,-74.0119503,40.7050828,Manhattan
361257,TAXI & LIMOUSINE COMMISSION,3,P,Student,28080,37232,"33 Beaver St, New York Ny",Office of External Affairs,08/21/2018,Assistant,Community,-74.0119503,40.7050828,Manhattan
361494,TAXI & LIMOUSINE COMMISSION,50,F,Experienced (non-manager),38305,54018,24-55 Bklyn Qns Expy Woodside,Motor Vehicle Inspectors,08/22/2018,Inspector,Public Safety,-73.9066129,40.75633699999999,Queens
361494,TAXI & LIMOUSINE COMMISSION,50,F,Experienced (non-manager),38305,54018,24-55 Bklyn Qns Expy Woodside,Motor Vehicle Inspectors,08/22/2018,Inspector,Public Safety,-73.9066129,40.75633699999999,Queens
361598,DEPT OF ENVIRONMENT PROTECTION,5,F,Entry-Level,47860,52000,96-05 Horace Harding Expway,W   S/Connections Permitting,08/29/2018,Engineer,Public Safety,-73.86348939999999,40.7348796,Queens
361598,DEPT OF ENVIRONMENT PROTECTION,5,F,Entry-Level,47860,52000,96-05 Horace Harding Expway,W   S/Connections Permitting,08/29/2018,Engineer,Public Safety,-73.86348939999999,40.7348796,Queens
361715,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,67060,178873,96-05 Horace Harding Expway,Administration,08/29/2018,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
362424,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),90084,130939,42-09 28th Street,CHECW - HEALTH INSURANCE,08/29/2018,Researcher,"Policy, Research & Analysis",-73.9390619,40.7493572,Queens
362723,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,67060,178873,96-05 Horace Harding Expway,Administration,09/04/2018,Manager,Finance,-73.86348939999999,40.7348796,Queens
362723,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,67060,178873,96-05 Horace Harding Expway,Administration,09/04/2018,Manager,Finance,-73.86348939999999,40.7348796,Queens
363130,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,67060,178873,96-05 Horace Harding Expway,Administration,09/04/2018,Engineer,Finance,-73.86348939999999,40.7348796,Queens
364002,DEPT OF ENVIRONMENT PROTECTION,6,F,Experienced (non-manager),45617,67206,"Wards Island, N.Y.",Drainage Basin Monitoring,10/01/2018,Engineer,"Policy, Research & Analysis",-73.92128579999999,40.7932271,Manhattan
364002,DEPT OF ENVIRONMENT PROTECTION,6,F,Experienced (non-manager),45617,67206,"Wards Island, N.Y.",Drainage Basin Monitoring,10/01/2018,Engineer,"Policy, Research & Analysis",-73.92128579999999,40.7932271,Manhattan
364642,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,67060,90000,110 William St. N Y,SB1 Regulatory Reform,09/17/2018,Administration,Community,-74.0068363,40.7087931,Manhattan
364642,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,67060,90000,110 William St. N Y,SB1 Regulatory Reform,09/17/2018,Administration,Community,-74.0068363,40.7087931,Manhattan
364880,CIVILIAN COMPLAINT REVIEW BD,1,F,Experienced (non-manager),39370,59300,"100 Church St., N.Y.",Civilian Complaint Review Bd,09/10/2018,Investigator,Communications & Intergovernmental,-74.01011419999999,40.71330040000001,Manhattan
364993,DEPARTMENT OF INVESTIGATION,1,F,Entry-Level,41996,50000,80 Maiden Lane,Default,09/12/2018,Investigator,Public Safety,-74.00777149999999,40.7071228,Manhattan
364993,DEPARTMENT OF INVESTIGATION,1,F,Entry-Level,41996,50000,80 Maiden Lane,Default,09/12/2018,Investigator,Public Safety,-74.00777149999999,40.7071228,Manhattan
365003,DEPT OF ENVIRONMENT PROTECTION,4,F,Entry-Level,47860,55039,96-05 Horace Harding Expway,Construction/Administration,09/19/2018,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
365003,DEPT OF ENVIRONMENT PROTECTION,4,F,Entry-Level,47860,55039,96-05 Horace Harding Expway,Construction/Administration,09/19/2018,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796,Queens
365567,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),54197,81321,55 Water St Ny Ny,Design & Construction,09/19/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
365567,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),54197,81321,55 Water St Ny Ny,Design & Construction,09/19/2018,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619,Manhattan
365912,DEPT OF ENVIRONMENT PROTECTION,80,F,Experienced (non-manager),86860.8,86860.8,NYC - All Boroughs,Administration,10/01/2018,Other,Operation & Maintenance,-73.89987579999999,40.7172127,Queens
365912,DEPT OF ENVIRONMENT PROTECTION,80,F,Experienced (non-manager),86860.8,86860.8,NYC - All Boroughs,Administration,10/01/2018,Other,Operation & Maintenance,-73.89987579999999,40.7172127,Queens
366229,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,75338,194395,96-05 Horace Harding Expway,Water Supply/Test Operatns W,10/01/2018,Manager,"Policy, Research & Analysis",-73.86348939999999,40.7348796,Queens
366229,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,75338,194395,96-05 Horace Harding Expway,Water Supply/Test Operatns W,10/01/2018,Manager,"Policy, Research & Analysis",-73.86348939999999,40.7348796,Queens
366241,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52194,60023,NYC - All Boroughs,Div of Field Op/Quality Assur,10/01/2018,Engineer,"Engineering, Architecture, & Planning",-73.89987579999999,40.7172127,Queens
366241,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52194,60023,NYC - All Boroughs,Div of Field Op/Quality Assur,10/01/2018,Engineer,"Engineering, Architecture, & Planning",-73.89987579999999,40.7172127,Queens
366581,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),83887,113725,96-05 Horace Harding Expway,W   S/Connections Permitting,10/01/2018,Engineer,Public Safety,-73.86348939999999,40.7348796,Queens
366581,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),83887,113725,96-05 Horace Harding Expway,W   S/Connections Permitting,10/01/2018,Engineer,Public Safety,-73.86348939999999,40.7348796,Queens
366589,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),61850,76745,"150 William Street, New York N",Title IV-E,09/24/2018,City Officer,Social Service,-74.0057361,40.7096402,Manhattan
366759,OFFICE OF THE COMPTROLLER,1,F,Experienced (non-manager),65000,75000,"1 Centre St., N.Y.",Contract Administration,10/03/2018,City Officer,Finance,-74.00371489999999,40.7128306,Manhattan
366759,OFFICE OF THE COMPTROLLER,1,F,Experienced (non-manager),65000,75000,"1 Centre St., N.Y.",Contract Administration,10/03/2018,City Officer,Finance,-74.00371489999999,40.7128306,Manhattan
366783,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),39797,45766,421 East 26th Street NY NY,OCME-Admin,09/21/2018,Computer Specialist,	Technology & Data,-73.97570259999999,40.7383514,Manhattan
366818,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),83887,113725,"28-11 Queens Plaza No., L.I.C.",Design & Construction,09/26/2018,Engineer,"Engineering, Architecture, & Planning",-73.9380487,40.7502888,Queens
366818,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),83887,113725,"28-11 Queens Plaza No., L.I.C.",Design & Construction,09/26/2018,Engineer,"Engineering, Architecture, & Planning",-73.9380487,40.7502888,Queens
366932,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),51950,62446,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,10/01/2018,Repair Service,Operation & Maintenance,-73.9462305,40.7316928,Brooklyn
366932,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),51950,62446,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,10/01/2018,Repair Service,Operation & Maintenance,-73.9462305,40.7316928,Brooklyn
367053,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),38197,55870,164-21 110 Ave. Jamaica Queens,Stn (6) Ctrl Opr Ctr - Plt O,10/01/2018,Maintainer,Operation & Maintenance,-73.787419,40.6940612,Queens
367053,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),38197,55870,164-21 110 Ave. Jamaica Queens,Stn (6) Ctrl Opr Ctr - Plt O,10/01/2018,Maintainer,Operation & Maintenance,-73.787419,40.6940612,Queens
367181,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,67060,178873,96-05 Horace Harding Expway,EDC - Water For The Future,10/23/2018,Analyst,Public Safety,-73.86348939999999,40.7348796,Queens
367181,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,67060,178873,96-05 Horace Harding Expway,EDC - Water For The Future,10/23/2018,Analyst,Public Safety,-73.86348939999999,40.7348796,Queens
367653,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),64657,74356,421 East 26th Street NY NY,OCME-Admin,09/27/2018,Computer Specialist,	Technology & Data,-73.97570259999999,40.7383514,Manhattan
367690,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),69618,80061,421 East 26th Street NY NY,OCME-Admin,09/27/2018,Computer Specialist,	Technology & Data,-73.97570259999999,40.7383514,Manhattan
368207,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),74395,116126,96-05 Horace Harding Expway,OIT/WT,10/26/2018,Computer Specialist,	Technology & Data,-73.86348939999999,40.7348796,Queens
368207,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),74395,116126,96-05 Horace Harding Expway,OIT/WT,10/26/2018,Computer Specialist,	Technology & Data,-73.86348939999999,40.7348796,Queens
368254,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),64636,81498,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,10/05/2018,Inspector,Public Safety,-73.89285439999999,40.8457866,Bronx
368288,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),61324,87489,"Wards Island, N.Y.",Drainage Basin Monitoring,10/23/2018,Researcher,"Policy, Research & Analysis",-73.92128579999999,40.7932271,Manhattan
368288,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),61324,87489,"Wards Island, N.Y.",Drainage Basin Monitoring,10/23/2018,Researcher,"Policy, Research & Analysis",-73.92128579999999,40.7932271,Manhattan
368322,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),49390,71794,96-05 Horace Harding Expway,Concrete Quality Control,10/12/2018,Administration,Public Safety,-73.86348939999999,40.7348796,Queens
368322,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),49390,71794,96-05 Horace Harding Expway,Concrete Quality Control,10/12/2018,Administration,Public Safety,-73.86348939999999,40.7348796,Queens
368853,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,60435,130000,110 William St. N Y,Industry Partnerships,10/16/2018,Administration,Community,-74.0068363,40.7087931,Manhattan
368853,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,60435,130000,110 William St. N Y,Industry Partnerships,10/16/2018,Administration,Community,-74.0068363,40.7087931,Manhattan
369705,DEPT OF ENVIRONMENT PROTECTION,4,F,Experienced (non-manager),36239,47016,96-05 Horace Harding Expway,W   S/Connections Permitting,10/16/2018,Engineer,Public Safety,-73.86348939999999,40.7348796,Queens
369705,DEPT OF ENVIRONMENT PROTECTION,4,F,Experienced (non-manager),36239,47016,96-05 Horace Harding Expway,W   S/Connections Permitting,10/16/2018,Engineer,Public Safety,-73.86348939999999,40.7348796,Queens
369817,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),47000,51902,"33 Beaver St, New York Ny",Office of Data & Technology,10/16/2018,Social Worker,"Policy, Research & Analysis",-74.0119503,40.7050828,Manhattan
369817,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),47000,51902,"33 Beaver St, New York Ny",Office of Data & Technology,10/16/2018,Social Worker,"Policy, Research & Analysis",-74.0119503,40.7050828,Manhattan
370128,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),95000,110000,"33 Beaver St, New York Ny",Management Information Systems,10/18/2018,Computer Specialist,	Technology & Data,-74.0119503,40.7050828,Manhattan
370128,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),95000,110000,"33 Beaver St, New York Ny",Management Information Systems,10/18/2018,Computer Specialist,	Technology & Data,-74.0119503,40.7050828,Manhattan
370132,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),75000,85000,"33 Beaver St, New York Ny",Management Information Systems,10/18/2018,Computer Specialist,	Technology & Data,-74.0119503,40.7050828,Manhattan
370132,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),75000,85000,"33 Beaver St, New York Ny",Management Information Systems,10/18/2018,Computer Specialist,	Technology & Data,-74.0119503,40.7050828,Manhattan
371590,LAW DEPARTMENT,1,F,Experienced (non-manager),64657,89634,"100 Church St., N.Y.",Information Technology,10/19/2018,Computer Specialist,	Technology & Data,-74.01011419999999,40.71330040000001,Manhattan
371999,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,96-05 Horace Harding Expway,Process Control,10/26/2018,Manager,"Policy, Research & Analysis",-73.86348939999999,40.7348796,Queens
371999,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,96-05 Horace Harding Expway,Process Control,10/26/2018,Manager,"Policy, Research & Analysis",-73.86348939999999,40.7348796,Queens
372029,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),85000,95000,100 Gold Street,Envrnmntl Planng/Ofc of Brnf,10/26/2018,City Officer,	Technology & Data,-74.0033029,40.7103379,Manhattan
372029,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),85000,95000,100 Gold Street,Envrnmntl Planng/Ofc of Brnf,10/26/2018,City Officer,	Technology & Data,-74.0033029,40.7103379,Manhattan
372195,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),39304,65360,421 East 26th Street NY NY,OCME-Admin,10/24/2018,Analyst,Finance,-73.97570259999999,40.7383514,Manhattan
372196,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),85000,98000,"33 Beaver St, New York Ny",Management Information Systems,10/24/2018,Computer Specialist,	Technology & Data,-74.0119503,40.7050828,Manhattan
372196,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),85000,98000,"33 Beaver St, New York Ny",Management Information Systems,10/24/2018,Computer Specialist,	Technology & Data,-74.0119503,40.7050828,Manhattan
372246,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),56981,93904,421 East 26th Street NY NY,OCME-Admin,10/24/2018,Analyst,Finance,-73.97570259999999,40.7383514,Manhattan
372255,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),85000,98000,"33 Beaver St, New York Ny",Management Information Systems,10/24/2018,Computer Specialist,	Technology & Data,-74.0119503,40.7050828,Manhattan
372255,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),85000,98000,"33 Beaver St, New York Ny",Management Information Systems,10/24/2018,Computer Specialist,	Technology & Data,-74.0119503,40.7050828,Manhattan
372500,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),62862,80000,96-05 Horace Harding Expway,Construction/Administration,10/26/2018,Analyst,Finance,-73.86348939999999,40.7348796,Queens
372640,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),81798,81798,30-48 Linden Place,SH Nursing Services & Prof Dev,10/26/2018,Medical Service,Health,-73.83315329999999,40.7696172,Queens
372640,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),81798,81798,30-48 Linden Place,SH Nursing Services & Prof Dev,10/26/2018,Medical Service,Health,-73.83315329999999,40.7696172,Queens
372996,TAXI & LIMOUSINE COMMISSION,2,F,Manager,85000,85000,24-55 Bklyn Qns Expy Woodside,Motor Vehicle Inspectors,10/30/2018,Administration,Public Safety,-73.9066129,40.75633699999999,Queens
372996,TAXI & LIMOUSINE COMMISSION,2,F,Manager,85000,85000,24-55 Bklyn Qns Expy Woodside,Motor Vehicle Inspectors,10/30/2018,Administration,Public Safety,-73.9066129,40.75633699999999,Queens
373260,DEPT OF ENVIRONMENT PROTECTION,4,F,Entry-Level,42146,60659,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,11/09/2018,Repair Service,Operation & Maintenance,-73.9462305,40.7316928,Brooklyn
373260,DEPT OF ENVIRONMENT PROTECTION,4,F,Entry-Level,42146,60659,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,11/09/2018,Repair Service,Operation & Maintenance,-73.9462305,40.7316928,Brooklyn
373340,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),75000,115000,5 Manhattan West,OPS/Technical Systems,11/07/2018,Computer Specialist,	Technology & Data,-73.99935239999999,40.753058,Manhattan
373340,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),75000,115000,5 Manhattan West,OPS/Technical Systems,11/07/2018,Computer Specialist,	Technology & Data,-73.99935239999999,40.753058,Manhattan
373602,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),75000,115000,5 Manhattan West,OPS/Business Support,11/07/2018,Engineer,	Technology & Data,-73.99935239999999,40.753058,Manhattan
