Job ID,Civil Service Title,Job Category,title,category
361257,COLLEGE AIDE (ALL CITY DEPTS),"CONSTITUENT SERVICES & COMMUNITY PROGRAMS POLICY, RESEARCH & ANALYSIS",Assistant,Community
361257,COLLEGE AIDE (ALL CITY DEPTS),"CONSTITUENT SERVICES & COMMUNITY PROGRAMS POLICY, RESEARCH & ANALYSIS",Assistant,Community
361494,TAXI AND LIMOUSINE INSPECTOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Inspector,Public Safety
361494,TAXI AND LIMOUSINE INSPECTOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Inspector,Public Safety
361598,CIVIL ENGINEERING INTERN,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Engineer,Public Safety
361598,CIVIL ENGINEERING INTERN,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Engineer,Public Safety
361715,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
362424,CITY RESEARCH SCIENTIST,"HEALTH POLICY, RESEARCH & ANALYSIS",Researcher,"Policy, Research & Analysis"
362723,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Manager,Finance
362723,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Manager,Finance
363130,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Engineer,Finance
363772,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
364002,ENGINEERING TECHNICIAN,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Engineer,"Policy, Research & Analysis"
364002,ENGINEERING TECHNICIAN,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Engineer,"Policy, Research & Analysis"
364642,ADMINISTRATIVE BUSINESS PROMOT,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Administration,Community
364642,ADMINISTRATIVE BUSINESS PROMOT,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Administration,Community
364880,INVESTIGATOR (CCRB),COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS,Investigator,Communications & Intergovernmental
364993,CONFIDENTIAL INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
364993,CONFIDENTIAL INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
365003,CIVIL ENGINEERING INTERN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
365003,CIVIL ENGINEERING INTERN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
365034,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
365034,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
365567,ASSISTANT CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
365567,ASSISTANT CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
365912,SEWAGE TREATMENT WORKER,BUILDING OPERATIONS & MAINTENANCE,Other,Operation & Maintenance
365912,SEWAGE TREATMENT WORKER,BUILDING OPERATIONS & MAINTENANCE,Other,Operation & Maintenance
366229,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Manager,"Policy, Research & Analysis"
366229,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Manager,"Policy, Research & Analysis"
366241,ENGINEERING TECHNICIAN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
366241,ENGINEERING TECHNICIAN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
366581,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Engineer,Public Safety
366581,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Engineer,Public Safety
366589,PROGRAM EVALUATOR (ACS),SOCIAL SERVICES,City Officer,Social Service
366759,ADM PROC ANAL-NM FRM M1-3,"FINANCE, ACCOUNTING, & PROCUREMENT",City Officer,Finance
366759,ADM PROC ANAL-NM FRM M1-3,"FINANCE, ACCOUNTING, & PROCUREMENT",City Officer,Finance
366783,COMPUTER SERVICE TECHNICIAN (C,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
366818,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
366818,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
366932,GARDENER,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
366932,GARDENER,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
367053,WATERSHED MAINTAINER,BUILDING OPERATIONS & MAINTENANCE,Maintainer,Operation & Maintenance
367053,WATERSHED MAINTAINER,BUILDING OPERATIONS & MAINTENANCE,Maintainer,Operation & Maintenance
367181,ADMINISTRATIVE STAFF ANALYST (,"ENGINEERING, ARCHITECTURE, & PLANNING PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Analyst,Public Safety
367181,ADMINISTRATIVE STAFF ANALYST (,"ENGINEERING, ARCHITECTURE, & PLANNING PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Analyst,Public Safety
367653,COMPUTER ASSOC (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
367690,COMPUTER ASSOC (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
368207,COMPUTER SPECIALIST (OPERATION,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
368207,COMPUTER SPECIALIST (OPERATION,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
368254,ASSOCIATE WATER USE INSPECTOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Inspector,Public Safety
368288,SCIENTIST (WATER ECOLOGY),"POLICY, RESEARCH & ANALYSIS",Researcher,"Policy, Research & Analysis"
368288,SCIENTIST (WATER ECOLOGY),"POLICY, RESEARCH & ANALYSIS",Researcher,"Policy, Research & Analysis"
368322,PRINCIPAL ADMINISTRATIVE ASSOC,"ENGINEERING, ARCHITECTURE, & PLANNING PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Administration,Public Safety
368322,PRINCIPAL ADMINISTRATIVE ASSOC,"ENGINEERING, ARCHITECTURE, & PLANNING PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Administration,Public Safety
368853,ADMINISTRATIVE BUSINESS PROMOT,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Administration,Community
368853,ADMINISTRATIVE BUSINESS PROMOT,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Administration,Community
369543,ADMINISTRATIVE REAL PROPERTY M,"POLICY, RESEARCH & ANALYSIS",Administration,"Policy, Research & Analysis"
369543,ADMINISTRATIVE REAL PROPERTY M,"POLICY, RESEARCH & ANALYSIS",Administration,"Policy, Research & Analysis"
369705,ENGINEERING TECHNICIAN,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Engineer,Public Safety
369705,ENGINEERING TECHNICIAN,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Engineer,Public Safety
369817,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
369817,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
370128,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
370128,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
370132,COMPUTER ASSOC (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
370132,COMPUTER ASSOC (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
371590,COMPUTER ASSOC (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
371999,ASSOCIATE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Manager,"Policy, Research & Analysis"
371999,ASSOCIATE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Manager,"Policy, Research & Analysis"
372029,CERT IT DEVELOPER (APP),"TECHNOLOGY, DATA & INNOVATION",City Officer,	Technology & Data
372029,CERT IT DEVELOPER (APP),"TECHNOLOGY, DATA & INNOVATION",City Officer,	Technology & Data
372127,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
372127,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
372195,PROCUREMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
372196,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
372196,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
372246,PROCUREMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
372255,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
372255,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
372500,ADMINISTRATIVE STAFF ANALYST (,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
372640,PUBLIC HEALTH NURSE,HEALTH,Medical Service,Health
372640,PUBLIC HEALTH NURSE,HEALTH,Medical Service,Health
372651,SUPERVISOR OF MECHANICAL INSTA,"ENGINEERING, ARCHITECTURE, & PLANNING",Mechanical Specialist,"Engineering, Architecture, & Planning"
372651,SUPERVISOR OF MECHANICAL INSTA,"ENGINEERING, ARCHITECTURE, & PLANNING",Mechanical Specialist,"Engineering, Architecture, & Planning"
372996,ADMINISTRATIIVE TAXI & LIMOUSI,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Administration,Public Safety
372996,ADMINISTRATIIVE TAXI & LIMOUSI,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Administration,Public Safety
373260,GARDENER,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
373260,GARDENER,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
373340,IT PROJECT SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
373340,IT PROJECT SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
373602,IT INFRASTRUCTURE ENGINEER,"TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
373602,IT INFRASTRUCTURE ENGINEER,"TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
373617,CONFIDENTIAL INVESTIGATOR,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
373617,CONFIDENTIAL INVESTIGATOR,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
373717,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
373717,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
373748,ADMINISTRATIVE MANAGEMENT AUDI,"ADMINISTRATION & HUMAN RESOURCES FINANCE, ACCOUNTING, & PROCUREMENT",Administration,Community
373748,ADMINISTRATIVE MANAGEMENT AUDI,"ADMINISTRATION & HUMAN RESOURCES FINANCE, ACCOUNTING, & PROCUREMENT",Administration,Community
373805,CONFIDENTIAL INVESTIGATOR,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
373805,CONFIDENTIAL INVESTIGATOR,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
373833,ENVIRONMENTAL ENGINEERING INTE,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Engineer,Finance
373833,ENVIRONMENTAL ENGINEERING INTE,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Engineer,Finance
373927,STATIONARY ENGINEER (ELECTRIC),BUILDING OPERATIONS & MAINTENANCE,Engineer,Operation & Maintenance
373927,STATIONARY ENGINEER (ELECTRIC),BUILDING OPERATIONS & MAINTENANCE,Engineer,Operation & Maintenance
373928,STATIONARY ENGINEER (ELECTRIC),BUILDING OPERATIONS & MAINTENANCE,Engineer,Operation & Maintenance
373929,PLASTERER,BUILDING OPERATIONS & MAINTENANCE,Other,Operation & Maintenance
373929,PLASTERER,BUILDING OPERATIONS & MAINTENANCE,Other,Operation & Maintenance
374155,WELDER,BUILDING OPERATIONS & MAINTENANCE,Other,Operation & Maintenance
374155,WELDER,BUILDING OPERATIONS & MAINTENANCE,Other,Operation & Maintenance
374267,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
374454,ADMINISTRATIVE SUPERVISOR OF B,BUILDING OPERATIONS & MAINTENANCE,Administration,Operation & Maintenance
374454,ADMINISTRATIVE SUPERVISOR OF B,BUILDING OPERATIONS & MAINTENANCE,Administration,Operation & Maintenance
374523,MACHINIST,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
374523,MACHINIST,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
374532,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
374532,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
374697,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
374697,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
374717,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
374742,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
374742,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
374844,ASSOCIATE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
374844,ASSOCIATE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
374955,CITY PLANNER,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",City Officer,"Policy, Research & Analysis"
375114,CUSTOMER INFORMATION REP,COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS,City Officer,Communications & Intergovernmental
375328,MECHANICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
375328,MECHANICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
375595,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
375600,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
375604,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
376049,STAFF ANALYST,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Analyst,"Policy, Research & Analysis"
376088,COMPUTER ASSOC (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
376088,COMPUTER ASSOC (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
376356,CLERICAL ASSOCIATE,LEGAL AFFAIRS,Claim Assoviate,Legal
376356,CLERICAL ASSOCIATE,LEGAL AFFAIRS,Claim Assoviate,Legal
376405,ADMINISTRATIVE STAFF ANALYST (,"ADMINISTRATION & HUMAN RESOURCES POLICY, RESEARCH & ANALYSIS",Analyst,Community
376405,ADMINISTRATIVE STAFF ANALYST (,"ADMINISTRATION & HUMAN RESOURCES POLICY, RESEARCH & ANALYSIS",Analyst,Community
376426,ADMINISTRATIVE STAFF ANALYST (,ADMINISTRATION & HUMAN RESOURCES,Analyst,Community
376439,COMPUTER ASSOC (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
376493,CERTIFIED IT ADMINISTRATOR (LA,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
376556,ADM MANAGER-NON-MGRL FRM M1/M2,ADMINISTRATION & HUMAN RESOURCES,Manager,Community
376668,PRINCIPAL ADMINISTRATIVE ASSOC,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Administration,Finance
376668,PRINCIPAL ADMINISTRATIVE ASSOC,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Administration,Finance
376882,CITY PARK WORKER,BUILDING OPERATIONS & MAINTENANCE,City Officer,Operation & Maintenance
376882,CITY PARK WORKER,BUILDING OPERATIONS & MAINTENANCE,City Officer,Operation & Maintenance
376966,COMPUTER SPECIALIST (OPERATION,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
377102,PRINCIPAL ADMINISTRATIVE ASSOC,HEALTH,Administration,Health
377284,CLERICAL ASSOCIATE,HEALTH,Claim Assoviate,Health
377304,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
377304,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
377562,ASSISTANT ARCHITECT,BUILDING OPERATIONS & MAINTENANCE,Assistant,Operation & Maintenance
377562,ASSISTANT ARCHITECT,BUILDING OPERATIONS & MAINTENANCE,Assistant,Operation & Maintenance
377572,ENGINEERING TECHNICIAN,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Engineer,Public Safety
377572,ENGINEERING TECHNICIAN,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Engineer,Public Safety
377686,PROCUREMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
377686,PROCUREMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
377694,CUSTODIAN,HEALTH BUILDING OPERATIONS & MAINTENANCE,City Officer,Operation & Maintenance
377694,CUSTODIAN,HEALTH BUILDING OPERATIONS & MAINTENANCE,City Officer,Operation & Maintenance
377949,ACCOUNTANT,"FINANCE, ACCOUNTING, & PROCUREMENT",Accountant,Finance
377949,ACCOUNTANT,"FINANCE, ACCOUNTING, & PROCUREMENT",Accountant,Finance
378204,RESIDENT BUILDING SUPERINTENDE,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
378370,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
378428,PRINCIPAL ADMINISTRATIVE ASSOC,BUILDING OPERATIONS & MAINTENANCE,Administration,Operation & Maintenance
378428,PRINCIPAL ADMINISTRATIVE ASSOC,BUILDING OPERATIONS & MAINTENANCE,Administration,Operation & Maintenance
378491,CITY RESEARCH SCIENTIST,"TECHNOLOGY, DATA & INNOVATION POLICY, RESEARCH & ANALYSIS",Researcher,	Technology & Data
378491,CITY RESEARCH SCIENTIST,"TECHNOLOGY, DATA & INNOVATION POLICY, RESEARCH & ANALYSIS",Researcher,	Technology & Data
378703,CERTIFIED IT ADMINISTRATOR (LA,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
378703,CERTIFIED IT ADMINISTRATOR (LA,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
378720,DEPUTY COMMISSIONER (HEALTH),HEALTH,Medical Service,Health
378720,DEPUTY COMMISSIONER (HEALTH),HEALTH,Medical Service,Health
378766,COMPUTER OPERATIONS MANAGER (S,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
378766,COMPUTER OPERATIONS MANAGER (S,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
378806,STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
378814,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
378814,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
378850,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
378850,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
378936,PROCUREMENT ANALYST,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
378936,PROCUREMENT ANALYST,"ENGINEERING, ARCHITECTURE, & PLANNING FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
379094,CERT IT DEVELOPER (APP),"TECHNOLOGY, DATA & INNOVATION",City Officer,	Technology & Data
379094,CERT IT DEVELOPER (APP),"TECHNOLOGY, DATA & INNOVATION",City Officer,	Technology & Data
379095,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
379095,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
379096,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
379096,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
379149,COMMUNITY ASSOCIATE,ADMINISTRATION & HUMAN RESOURCES,Social Worker,Community
379149,COMMUNITY ASSOCIATE,ADMINISTRATION & HUMAN RESOURCES,Social Worker,Community
379361,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
379378,AGENCY ATTORNEY,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Legal/Attorney,"Policy, Research & Analysis"
379378,AGENCY ATTORNEY,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Legal/Attorney,"Policy, Research & Analysis"
379470,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
379761,MACHINIST'S HELPER,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
379761,MACHINIST'S HELPER,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
379883,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
379883,ADMINISTRATIVE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
379976,COMMUNITY COORDINATOR,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Social Worker,Community
379976,COMMUNITY COORDINATOR,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Social Worker,Community
380616,EXECUTIVE AGENCY COUNSEL,LEGAL AFFAIRS,Counsel,Legal
380669,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
380669,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
380674,MACHINIST'S HELPER,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
380674,MACHINIST'S HELPER,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
380943,CARETAKER (HA),BUILDING OPERATIONS & MAINTENANCE,Other,Operation & Maintenance
380943,CARETAKER (HA),BUILDING OPERATIONS & MAINTENANCE,Other,Operation & Maintenance
381081,ASSOCIATE CONTRACT SPECIALIST,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Specialist w/o Job Aspect,Community
381228,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
381228,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
381270,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
381270,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
381310,MACHINIST,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
381310,MACHINIST,BUILDING OPERATIONS & MAINTENANCE,Mechanical Specialist,Operation & Maintenance
381464,CLERICAL ASSOCIATE,HEALTH,Claim Assoviate,Health
381464,CLERICAL ASSOCIATE,HEALTH,Claim Assoviate,Health
381490,GARDENER,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
381490,GARDENER,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
381492,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Social Worker,Public Safety
381492,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Social Worker,Public Safety
381752,ASSOCIATE PUBLIC HEALTH SANITA,"HEALTH PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Medical Service,Public Safety
381752,ASSOCIATE PUBLIC HEALTH SANITA,"HEALTH PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Medical Service,Public Safety
381848,DIRECTOR OF CONTRACT ADMINISTR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",City Officer,Public Safety
381848,DIRECTOR OF CONTRACT ADMINISTR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",City Officer,Public Safety
381982,DIRECTOR OF SECURITY (HRA/DSS,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",City Officer,Public Safety
